602.4400024,443693,5116.228,0,11.53100905,44584.663,0.1148,8069.825,8488.966,0.9506252,15849.248,0.322805726,804.32,0,4386.332,29697.844,765.62,723.875,6402.921,208.412,1046.051
595.2000122,53415,837,0,15.66975569,6215,0.1347,1689,1800,0.938333333,2984,0.280495979,760,491,776,5627,5,131,1198,187,431.56
593.9699707,243611,8505,0,34.91221661,57851,0.147,41562,9996,4.157863145,46241,0.183927683,5002,0,11771,29321,5,2291,11762,1381,1789
583.7000122,85308,507.45,0,5.948445632,23965.615,0.0212,2872.616,2157.863,1.331231872,8840.606,0.057399911,858.34,0,19562.614,5562.14,511.857,185.352,2450.729,1284.837,675
583.539978,92309,1541.3,0,16.69718012,20496.2,0.0752,4631.7,4521.9,1.024281828,4123.3,0.373802537,2139.4,1889.6,6068,17900.8,349.3,440.5,3023.3,574.9,675
582.9400024,24741,3806.267,0,153.8445091,12972.618,0.2934,2139.835,631.536,3.388302488,9879.94,0.385252036,420.824,622.253,1654.897,2513.654,21.861,1101.371,537.439,138.127,1150
567.7000122,443432,5007,0,11.29147197,59268,0.0845,29505,29441,1.002173839,17564,0.285071738,1803,14215,41548,195929,171,1601,9088,1781,1046.051
567.0599976,475000,4822,0,10.15157895,27241,0.177,8669,6932,1.250577034,14797,0.325876867,1878,0,3567,15785,113,883,6363,561,1150
566,40193,650.624,0,16.18749534,3230.131,0.2014,1769.085,744.416,2.376473638,1071.393,0.607269228,376.571,1339.1,611.913,5295.584,0,173.812,859.896,29.612,1046.051
565.5800171,25045,512.611,0,20.46759832,2618.847,0.1957,1045.86,734.434,1.42403538,590.063,0.86873944,535.528,268.821,1233.188,2935.586,34.511,139.247,767.448,84.467,1210.878
564.3300171,36387,510.467,0,14.02882898,1671.816,0.3053,860.54,590.741,1.45671284,-4209.536,-0.121264434,255.327,68.328,853.233,4357.373,189.782,115.238,853.331,72.923,1046.051
561.0200195,892447,37037,0,41.50050367,207000,0.1789,73286,43658,1.678638508,123549,0.299775797,20641,1764,28519,170910,136,13118,55756,6757,680.47
560,53548,889.77,0,16.61630686,16254.731,0.0547,4865.247,1538.756,3.16180538,-2894.905,-0.307357236,1111.7,1232.649,1183.334,5223.203,859.753,221.986,2320.085,224.641,675
550.4299927,195100,118.503,0,0.607396207,8715.057,0.0136,4521.842,3737.144,1.209972642,2834.481,0.041807654,1022.415,0,1745.857,4519.484,32.746,30.682,484.406,271,1150
542.8699951,102735,636.056,0,6.191229863,5609.132,0.1134,2915.095,811.162,3.59372727,3654.837,0.174031291,1467.793,238.578,1925.216,4103.728,14.241,589.041,1326.825,74.909,1044.728
540.7299805,442895,2761.395,0,6.234875083,39280.359,0.0703,9761.58,7805.785,1.250557119,11065.24,0.249555816,610.819,0,3492.699,24996.056,767.499,437.954,4918.999,115.71,1150
537.9500122,40976,161.458,0,3.940306521,4732.161,0.0341,964.331,829.501,1.162543505,2324.032,0.069473226,539.196,0,362.295,1592.287,16.891,-2.477,328.33,122.5,1046.051
536.9500122,97000,154.7,0,1.594845361,4863.6,0.0318,3684.4,720.8,5.11154273,2251.5,0.068709749,514.3,357.3,1121.4,2448.5,100.3,19.2,365.8,100,1046.051
534.3800049,78860,1775.888,0,22.51950292,4829.683,0.3677,1849.538,1325.601,1.395244874,3233.865,0.549153412,708.355,139.237,1118.526,2471.941,0,-1396.939,488.392,93.538,675
532.7800293,30944,327.438,0,10.58163133,2009.28,0.163,666.307,199.228,3.344444556,1538.288,0.21285871,27.673,13.044,1490.635,3214.591,0,207.033,635.525,96.054,680.47
532.1729126,938973,41733,0,44.44536744,176064,0.237,57653,38542,1.495848685,118210,0.353041198,18692,791,21887,156508,0,14030,58446,3205,781.275
530.6599731,286560,14444,0,50.40480179,131133,0.1101,80685,16805,4.801249628,104500,0.138220096,11556,0,32746,66001,101,3331,21476,4602,581.872
522.2000122,619000,4332,0,6.998384491,28791,0.1505,16055,3925,4.09044586,16893,0.256437578,2429,1826,4264,16675,184,77,5897,1098,1150
518.2399902,51520,1043,0,20.24456522,6592,0.1582,4011,1528,2.625,1874,0.556563501,1754,1870,3720,13022,88,371,1733,186,1046.051
517.3400269,39320,140.41,0,3.570956256,2262.957,0.062,510.606,152.284,3.352985212,1562.971,0.08983532,145.385,116.748,471.59,931.032,13.952,8.59,332.299,87.747,1046.051
502.1400146,941851,0,0,0,212206,0,61758,78292,0.788816226,71760,0,0,0,14961,0,1660,4578,0,3103,431.56
500.1199951,479000,5260,0,10.98121086,24284,0.2166,8146,5512,1.477866473,13264,0.396562123,1398,0,3462,12868,116,-1084,4796,559,675
499.8699951,85449,581.776,0,6.808458847,2294.561,0.2535,1062.738,582.761,1.823625809,632.088,0.920403488,374.742,209.873,1233.252,2706.655,33.125,79.854,817.919,95.895,1150
493.3299866,46256,242.023,0,5.232250951,1585.825,0.1526,1124.852,226.944,4.956517908,1243.985,0.194554597,126.477,259.417,541.137,1207.798,0,30.196,287.116,28.699,1046.051
491.8599854,105485,1152.6,0,10.92667204,23713.9,0.0486,2421.1,3121.8,0.775546159,11563.8,0.099673118,962.4,176.1,660,5777.8,234.1,288.4,2206.9,627.2,1046.051
491.2799988,119276,0,0,0,12462,0,9357,4906,1.907256421,6917,0,0,0,858,0,20,1174,0,230,680.47
485.0799866,209976,1668,0,7.943765002,148188,0.0113,6471,12385,0.522486879,31445,0.053044999,2227,0,63339,45764,3797,439,16540,9926,675
483.1099854,105102,3513.2,0,33.42657609,17163.3,0.2047,9779.1,2697.4,3.625379996,11025.3,0.318648926,4114.7,1916.6,4352.7,8497.1,56.9,297.2,3720.5,230.8,1150
479.8500061,31188,475.602,0,15.24951905,2725.066,0.1745,814.647,279.942,2.910056369,2127.974,0.223499911,96.435,15.043,1938.095,4501.223,0,294.265,907.151,130.368,650.739
477.9400024,33709,1016.48,0,30.15455813,6892.089,0.1475,3278.013,4169.15,0.786254512,-1687.319,-0.602423134,171.638,2861.014,5058.525,9147.53,188.324,571.203,2000.269,227.251,680.47
472.269989,143205,2251.753,0,15.7239831,14559.047,0.1547,10853.535,3162.442,3.432010769,5183.489,0.434408754,2097.099,1900.024,2328.909,10044.736,177.44,323.225,2939.847,265,1150
471.9299927,241000,3024,0,12.54771784,15026,0.2013,8810,3815,2.309305374,2032,1.488188976,1650,0,1287,8297,139,901,4662,178,1046.051
469.0100098,74080,661.8,0,8.933585313,3313.8,0.1997,1742,594.1,2.932166302,2335.4,0.28337758,489,378.4,2284.3,2831.6,10.2,107.2,885.3,122.3,431.56
467.7099915,49799,1056.371,0,21.21269503,3970.671,0.266,3066.844,1105.798,2.773421547,2651.655,0.398381765,264.453,0,176.957,4355.61,31.721,308.663,1452.746,53.824,1765
465.7799988,396335,6375,0,16.08487769,69052,0.0923,21957,10304,2.130920031,34507,0.184745124,6472,4029,10352,32218,553,850,10207,2325,1150
463.8599854,128534,0,0,0,44358,0,24893,15331,1.623703607,16080,0,0,0,6625,0,326,485,0,705,1046.051
453.2200012,79038,232.982,0,2.947721349,18691.457,0.0125,2249.128,1242.734,1.809822536,6849.79,0.034013014,695.071,0,13738.839,4368.428,501.323,53.85,1890.129,1042.48,1162.779
452.5700073,71123,1752.302,0,24.63762777,11596.642,0.1511,4499.787,5262.417,0.8550799,140.258,12.49341927,330.294,3653.195,8555.038,11604.493,171.306,514.103,2733.971,314.635,1150
452.25,58513,143.453,0,2.451643225,2607.912,0.055,1864.605,1718.03,1.08531574,655.643,0.218797425,19.577,1.151,489.81,841.434,2.899,42.483,239.496,53.373,1150
446.5299988,82895,601.822,0,7.260051873,4198.647,0.1433,1925.598,1021.769,1.884572736,-443.234,-1.357797461,558.569,0,414.925,1695.39,156.324,84.403,971.51,86.746,1150
443.1700134,103733,1235.757,0,11.91286283,8147.256,0.1517,2631.983,1432.89,1.836835347,3308.196,0.373544071,1027.928,1388.856,3705.595,7854.459,88.844,263.011,1794.466,249.376,1046.051
440.519989,62382,702.5,0,11.26126126,14393,0.0488,2025.6,752.6,2.691469572,6535.3,0.107493153,784.5,752.6,10796.7,5414,148.3,153.2,1474.4,446.4,1046.051
438.2600098,75619,1391.042,0,18.39540327,10717.16,0.1298,3833.662,4469.427,0.857752459,397.34,3.500885891,294.407,3454.092,8119.796,10149.985,152.973,399.287,2191.601,270.875,675
437.8500061,406713,2960,297,6.547614657,75933,0.039,11895,6371,1.867053838,23901,0.123844191,2297,1003,5920,23888,1608,-518,11533,6790,675
436.8900146,46655,445.3,0,9.544528989,14430.3,0.0309,2429.4,1498.4,1.621329418,7622,0.058422986,1083.8,752.9,1715.3,4614.3,74.2,88.5,1231.9,371.8,1046.051
436.519989,40327,194.82,0,4.831006522,2607.274,0.0747,1113.07,564.277,1.972559576,1986.111,0.098091194,403.917,0,324.648,1116.663,0.61,-19.778,253.526,80.6,1150
431.7900085,27787,176.553,0,6.353798539,2265.518,0.0779,814.794,449.99,1.810693571,1441.339,0.122492349,62.312,21.555,2462.761,4864.985,0,91.883,554.038,201.979,1335.855
431.0899963,104872,949.7,0,9.055801358,24024.8,0.0395,1752.3,2444.4,0.716863034,10479.8,0.090621958,1126.6,198.4,776.4,5527.1,211.7,259.6,1960.8,516.1,1150
430.1099854,150715,2078.292,0,13.78954981,10271.124,0.2023,5696.248,2103.227,2.708337236,3377.554,0.615324581,1396.531,1575.38,1588.236,6918.734,157.328,283.101,2818.252,317.352,1046.051
418.9400024,49408,2944.7,0,59.59965997,9606.2,0.3065,1465.3,732.1,2.001502527,6941.8,0.424198335,515.3,585.6,2912.7,2922.5,30.9,-2453.2,930.9,309.3,1046.051
418.5599976,26236,384.37,0,14.65048026,2166.777,0.1774,896.784,587.515,1.526401879,434.943,0.883724994,454.988,222.047,1023.177,2508.257,28.026,119.823,615.488,68.543,1162.779
418.3299866,181062,-862,0,-4.760800168,34309,-0.0251,12103,10667,1.134620793,6618,-0.130250831,1324,3552,25062,24578,716,110,2187,2107,675
415.1900024,60026,195.96,0,3.264585346,3215.145,0.0609,2252.038,1990.41,1.131444275,893.714,0.219264776,25.903,1.131,621.446,1055.524,-0.003,60.002,320.789,67.222,1046.051
415.0100098,1044239,16433,0,15.73681887,71876,0.2286,29055,28693,1.012616318,-1696,-9.689268868,3426,22068,57297,151157,1347,5304,25952,2650,1046.051
414.5499878,658333,5906.809,0,8.972372644,43175.843,0.1368,19666.511,15708.867,1.251936947,19529.454,0.302456433,9728.212,0,7234.073,50533.389,59.492,1770.571,8446.286,824.757,1150
412.3399963,54120,985.837,0,18.21576127,4764.379,0.2069,2281.183,1558.01,1.464164543,1535.373,0.642083064,233.682,1499.218,4115.267,8630.889,1.663,309.992,1561.931,268.46,431.56
411.5700073,46567,335.324,0,7.200893336,7152.559,0.0469,1422.425,540.027,2.633988671,3336.457,0.100503019,395.071,513.196,1127.185,2537.156,66.494,21.931,693.711,227.252,1150
410.269989,132341,0,0,0,34969,0,23641,13394,1.76504405,13728,0,0,0,5931,0,283,1307,0,616,1150
410.25,100457,348.074,0,3.464905382,3871.827,0.0899,2167.461,654.66,3.310819357,2542.325,0.136911685,1017.399,128.861,1228.293,2819.557,37.372,427.673,891.117,52.686,650.739
410.0400085,93514,1772.262,0,18.95183609,19958.427,0.0888,4465.84,3987.18,1.120049759,3692.188,0.480003185,2104.555,1801.375,3966.789,14983.788,263.471,-285.583,2522.393,491.761,1335.855
408.3399963,53668,695,0,12.94998882,6295,0.1104,3919,1441,2.719639139,1828,0.380196937,1474,1733,3747,11797,97,192,1503,176,1150
405,932214,25922,0,27.80691987,116371,0.2228,44988,27970,1.608437612,76615,0.338341056,11717,776,11768,108249,0,8283,35612,1822,1789
401.1199951,87079,454.627,0,5.220856923,6324.314,0.0719,1638.574,778.492,2.104805187,4484.048,0.10138763,918.111,0,364.916,1906.715,12.405,60.727,626.179,106.867,1150
399.5499878,49146,527.541,0,10.73415944,2905.953,0.1815,1957.464,471.168,4.154492665,1813.374,0.290916821,162.426,0,134.146,3084.905,29.944,218.141,838.173,50.464,1789
398.7900085,459000,274,0,0.596949891,40159,0.0068,24625,22980,1.071583986,9746,0.028114098,3000,7411,14809,74452,141,161,3359,2668,680.47
393.4599915,93626,1108.746,0,11.8422874,19134.279,0.0579,4344.487,4297.747,1.010875466,3730.745,0.29719158,2075.366,1815.275,4040.171,17534.493,366.734,250.904,3147.351,596.281,1210.878
391.980011,36882,401.9,0,10.89691448,5084.8,0.079,1722.6,760.9,2.263898016,3228.6,0.124481199,624.1,347.3,1286.1,3086.2,15.8,67.8,617.1,116.2,1150
390.5799866,185900,2214,0,11.90962883,14680,0.1508,4011,2496,1.606971154,2727,0.811881188,1720,0,1795,6218,185,541,3123,257,1046.051
389.3800049,282071,6230,0,22.08663776,47528,0.1311,17095,13972,1.223518466,3127,1.992324912,11431,3619,17978,59812,653,1011,9616,1189,675
389.019989,108956,237.624,0,2.180917067,9801.699,0.0242,614.446,616.331,0.996941578,-5283.404,-0.04497555,150.794,0,9512.233,2308.834,420.093,14.94,1543.321,700.161,1046.051
387.0700073,158538,7005,0,44.18499035,42579,0.1645,12426,9530,1.303882476,12926,0.541930992,7530,811,16368,35667,556,1933,4910,1239,1046.051
384.3299866,53462,504,0,9.427256743,5375,0.0938,1273,1851,0.687736359,2144,0.235074627,524,511,778,4448,76,56,831,146,1150
383.4599915,39400,491.296,0,12.46944162,1567.168,0.3135,869.384,470.819,1.846535505,-3300.405,-0.148859307,244.56,66.683,808.257,4117.411,172.166,63.834,790.68,65.038,1150
380.4400024,157000,762,0,4.853503185,15217,0.0501,2713,1093,2.482159195,10740,0.070949721,664,431,2492,4526,61,122,565,251,1046.051
